PID,Time,Event,Duration(ms)
8761,1701122875.311514,Starting forkall,0.00
8761,1701122875.413553,Starting parent,102.04
8761,1701122875.414155,Started wait for iothread lock,0.60
8761,1701122875.414174,Acquired iothread lock,0.02
8761,1701122875.414278,HMP done in parent,0.10
8774,1701122875.414456,Starting child,0.18
8774,1701122875.415535,Restored threads,1.08
8774,1701122875.416237,Started wait for iothread lock,0.70
8774,1701122875.416253,Acquired iothread lock,0.02
8774,1701122875.745168,Got the socket conn CHILD,328.91
8774,1701122875.745178,HMP Start loading the VM CHILD,0.01
8774,1701122875.745179,Enabling EPT sharing,0.00
8774,1701122875.750034,EPT shared: DONE,4.86
8774,1701122875.750039,HMP Start loading the snapshot,0.01
8774,1701122875.750135,flushing the record/replay queue,0.10
8774,1701122875.750141,bdrv_drain_all_begin,0.01
8774,1701122875.750200,bdrv_all_goto_snapshot,0.06
8774,1701122875.750202,bdrv_all_goto_snapshot done,0.00
8774,1701122875.762152,Actuall loadvm_state,11.95
8774,1701122875.762497,Done with loadvm_state,0.34
8774,1701122875.762502,Release aioctx | Starting bdrv drain all end,0.01
8774,1701122875.762503,Done with load_snapshot,0.00
8774,1701122875.762523,HMP end loading the snapshot,0.02
8774,1701122875.762551,HMP Done loading the VM CHILD,0.03
