PID,Time,Event,Duration(ms)
10873,1701122976.893256,Starting forkall,0.00
10873,1701122976.994903,Starting parent,101.65
10889,1701122976.995407,Starting child,0.50
10873,1701122976.995586,Started wait for iothread lock,0.18
10873,1701122976.995605,Acquired iothread lock,0.02
10873,1701122976.995681,HMP done in parent,0.08
10889,1701122976.997009,Restored threads,1.33
10889,1701122976.999026,Started wait for iothread lock,2.02
10889,1701122976.999042,Acquired iothread lock,0.02
10889,1701122977.357113,Got the socket conn CHILD,358.07
10889,1701122977.357123,HMP Start loading the VM CHILD,0.01
10889,1701122977.357124,Enabling EPT sharing,0.00
10889,1701122977.362099,EPT shared: DONE,4.97
10889,1701122977.362151,HMP Start loading the snapshot,0.05
10889,1701122977.362218,flushing the record/replay queue,0.07
10889,1701122977.362235,bdrv_drain_all_begin,0.02
10889,1701122977.362294,bdrv_all_goto_snapshot,0.06
10889,1701122977.362308,bdrv_all_goto_snapshot done,0.01
10889,1701122977.374772,Actuall loadvm_state,12.46
10889,1701122977.375047,Done with loadvm_state,0.27
10889,1701122977.375054,Release aioctx | Starting bdrv drain all end,0.01
10889,1701122977.375056,Done with load_snapshot,0.00
10889,1701122977.375076,HMP end loading the snapshot,0.02
10889,1701122977.375105,HMP Done loading the VM CHILD,0.03
