PID,Time,Event,Duration(ms)
5919,1701137219.150008,Starting forkall,0.00
5919,1701137219.251010,Starting parent,101.00
5919,1701137219.251643,Started wait for iothread lock,0.63
5919,1701137219.251661,Acquired iothread lock,0.02
5919,1701137219.251723,HMP done in parent,0.06
5932,1701137219.252205,Starting child,0.48
5932,1701137219.252570,Restored threads,0.37
5932,1701137219.254561,Started wait for iothread lock,1.99
5932,1701137219.254629,Acquired iothread lock,0.07
5932,1701137219.678393,Got the socket conn CHILD,423.76
5932,1701137219.678402,HMP Start loading the VM CHILD,0.01
5932,1701137219.678403,Enabling EPT sharing,0.00
5932,1701137219.689645,EPT shared: DONE,11.24
5932,1701137219.689651,HMP Start loading the snapshot,0.01
5932,1701137219.689727,flushing the record/replay queue,0.08
5932,1701137219.689732,bdrv_drain_all_begin,0.01
5932,1701137219.689797,bdrv_all_goto_snapshot,0.06
5932,1701137219.689799,bdrv_all_goto_snapshot done,0.00
5932,1701137219.702758,Actuall loadvm_state,12.96
5932,1701137219.703077,Done with loadvm_state,0.32
5932,1701137219.703083,Release aioctx | Starting bdrv drain all end,0.01
5932,1701137219.703084,Done with load_snapshot,0.00
5932,1701137219.703108,HMP end loading the snapshot,0.02
5932,1701137219.703134,HMP Done loading the VM CHILD,0.03
