PID,Time,Event,Duration(ms)
21352,1701139276.944785,Starting forkall,0.00
21352,1701139277.044809,Starting parent,100.02
21352,1701139277.045294,Started wait for iothread lock,0.48
21352,1701139277.045308,Acquired iothread lock,0.01
21352,1701139277.045410,HMP done in parent,0.10
21366,1701139277.046091,Starting child,0.68
21366,1701139277.046809,Restored threads,0.72
21366,1701139277.047728,Started wait for iothread lock,0.92
21366,1701139277.047739,Acquired iothread lock,0.01
21366,1701139277.515177,Got the socket conn CHILD,467.44
21366,1701139277.515187,HMP Start loading the VM CHILD,0.01
21366,1701139277.515188,HMP Start loading the snapshot,0.00
21366,1701139277.515269,flushing the record/replay queue,0.08
21366,1701139277.515274,bdrv_drain_all_begin,0.01
21366,1701139277.515396,bdrv_all_goto_snapshot,0.12
21366,1701139277.515398,bdrv_all_goto_snapshot done,0.00
21366,1701139277.528914,Actuall loadvm_state,13.52
21366,1701139277.529174,Done with loadvm_state,0.26
21366,1701139277.529177,Release aioctx | Starting bdrv drain all end,0.00
21366,1701139277.529180,Done with load_snapshot,0.00
21366,1701139277.529199,HMP end loading the snapshot,0.02
21366,1701139277.529225,HMP Done loading the VM CHILD,0.03
