PID,Time,Event,Duration(ms)
19141,1701121941.733219,Starting forkall,0.00
19141,1701121941.834904,Starting parent,101.69
19141,1701121941.835526,Started wait for iothread lock,0.62
19141,1701121941.835545,Acquired iothread lock,0.02
19141,1701121941.835611,HMP done in parent,0.07
19157,1701121941.835763,Starting child,0.15
19157,1701121941.836280,Restored threads,0.52
19157,1701121941.836988,Started wait for iothread lock,0.71
19157,1701121941.837005,Acquired iothread lock,0.02
19157,1701121942.238693,Got the socket conn CHILD,401.69
19157,1701121942.238701,HMP Start loading the VM CHILD,0.01
19157,1701121942.238703,HMP Start loading the snapshot,0.00
19157,1701121942.238776,flushing the record/replay queue,0.07
19157,1701121942.238781,bdrv_drain_all_begin,0.01
19157,1701121942.238842,bdrv_all_goto_snapshot,0.06
19157,1701121942.238844,bdrv_all_goto_snapshot done,0.00
19157,1701121942.242933,Actuall loadvm_state,4.09
19157,1701121942.242996,Done with loadvm_state,0.06
19157,1701121942.242997,Release aioctx | Starting bdrv drain all end,0.00
19157,1701121942.242997,Done with load_snapshot,0.00
19157,1701121942.243001,HMP end loading the snapshot,0.00
19157,1701121942.243007,HMP Done loading the VM CHILD,0.01
