PID,Time,Event,Duration(ms)
19907,1701131898.942763,Starting forkall,0.00
19907,1701131899.044283,Starting parent,101.52
19907,1701131899.044966,Started wait for iothread lock,0.68
19907,1701131899.044985,Acquired iothread lock,0.02
19907,1701131899.045035,HMP done in parent,0.05
19923,1701131899.045222,Starting child,0.19
19923,1701131899.045697,Restored threads,0.47
19923,1701131899.047026,Started wait for iothread lock,1.33
19923,1701131899.047040,Acquired iothread lock,0.01
19923,1701131899.385460,Got the socket conn CHILD,338.42
19923,1701131899.385470,HMP Start loading the VM CHILD,0.01
19923,1701131899.385471,Enabling EPT sharing,0.00
19923,1701131899.390222,EPT shared: DONE,4.75
19923,1701131899.390227,HMP Start loading the snapshot,0.01
19923,1701131899.390444,flushing the record/replay queue,0.22
19923,1701131899.390452,bdrv_drain_all_begin,0.01
19923,1701131899.390571,bdrv_all_goto_snapshot,0.12
19923,1701131899.390593,bdrv_all_goto_snapshot done,0.02
19923,1701131899.402464,Actuall loadvm_state,11.87
19923,1701131899.402737,Done with loadvm_state,0.27
19923,1701131899.402740,Release aioctx | Starting bdrv drain all end,0.00
19923,1701131899.402744,Done with load_snapshot,0.00
19923,1701131899.402763,HMP end loading the snapshot,0.02
19923,1701131899.402790,HMP Done loading the VM CHILD,0.03
