PID,Time,Event,Duration(ms)
4591,1701137113.985268,Starting forkall,0.00
4591,1701137114.086881,Starting parent,101.61
4604,1701137114.087575,Starting child,0.69
4591,1701137114.087666,Started wait for iothread lock,0.09
4591,1701137114.087685,Acquired iothread lock,0.02
4591,1701137114.087758,HMP done in parent,0.07
4604,1701137114.088414,Restored threads,0.66
4604,1701137114.089299,Started wait for iothread lock,0.89
4604,1701137114.089312,Acquired iothread lock,0.01
4604,1701137114.526941,Got the socket conn CHILD,437.63
4604,1701137114.526950,HMP Start loading the VM CHILD,0.01
4604,1701137114.526952,Enabling EPT sharing,0.00
4604,1701137114.534461,EPT shared: DONE,7.51
4604,1701137114.534507,HMP Start loading the snapshot,0.05
4604,1701137114.534609,flushing the record/replay queue,0.10
4604,1701137114.534627,bdrv_drain_all_begin,0.02
4604,1701137114.534690,bdrv_all_goto_snapshot,0.06
4604,1701137114.534738,bdrv_all_goto_snapshot done,0.05
4604,1701137114.547032,Actuall loadvm_state,12.29
4604,1701137114.547325,Done with loadvm_state,0.29
4604,1701137114.547332,Release aioctx | Starting bdrv drain all end,0.01
4604,1701137114.547334,Done with load_snapshot,0.00
4604,1701137114.547382,HMP end loading the snapshot,0.05
4604,1701137114.547418,HMP Done loading the VM CHILD,0.04
