PID,Time,Event,Duration(ms)
297588,1701715465.665181,Starting forkall,0.00
297588,1701715465.764672,Starting parent,99.49
297588,1701715465.765070,Started wait for iothread lock,0.40
297588,1701715465.765078,Acquired iothread lock,0.01
297588,1701715465.765102,HMP done in parent,0.02
297600,1701715465.765595,Starting child,0.49
297600,1701715465.765687,Patched QEMU cond list,0.09
297600,1701715465.766014,Restored threads,0.33
297600,1701715465.766486,Started wait for iothread lock,0.47
297600,1701715465.766498,Acquired iothread lock,0.01
297600,1701715467.158074,Got the socket conn CHILD,1391.58
297600,1701715467.158082,HMP Start loading the VM CHILD,0.01
297600,1701715467.158083,HMP Start loading the snapshot,0.00
297600,1701715467.158224,flushing the record/replay queue,0.14
297600,1701715467.158237,bdrv_drain_all_begin,0.01
297600,1701715467.158291,bdrv_all_goto_snapshot,0.05
297600,1701715467.158300,bdrv_all_goto_snapshot done,0.01
297600,1701715467.168071,Actuall loadvm_state,9.77
297600,1701715467.168227,Done with loadvm_state,0.16
297600,1701715467.168228,Release aioctx | Starting bdrv drain all end,0.00
297600,1701715467.168229,Done with load_snapshot,0.00
297600,1701715467.168231,HMP end loading the snapshot,0.00
297600,1701715467.168239,HMP Done loading the VM CHILD,0.01
