PID,Time,Event,Duration(ms)
21584,1701135886.511313,Starting forkall,0.00
21584,1701135886.617615,Starting parent,106.30
21600,1701135886.618165,Starting child,0.55
21584,1701135886.618555,Started wait for iothread lock,0.39
21600,1701135886.619123,Restored threads,0.57
21584,1701135886.620824,Acquired iothread lock,1.70
21584,1701135886.620857,HMP done in parent,0.03
21600,1701135886.622871,Started wait for iothread lock,2.01
21600,1701135886.623230,Acquired iothread lock,0.36
21600,1701135886.921561,Got the socket conn CHILD,298.33
21600,1701135886.921570,HMP Start loading the VM CHILD,0.01
21600,1701135886.921571,Enabling EPT sharing,0.00
21600,1701135886.926834,EPT shared: DONE,5.26
21600,1701135886.926888,HMP Start loading the snapshot,0.05
21600,1701135886.926977,flushing the record/replay queue,0.09
21600,1701135886.926996,bdrv_drain_all_begin,0.02
21600,1701135886.927061,bdrv_all_goto_snapshot,0.07
21600,1701135886.927075,bdrv_all_goto_snapshot done,0.01
21600,1701135886.939138,Actuall loadvm_state,12.06
21600,1701135886.939427,Done with loadvm_state,0.29
21600,1701135886.939431,Release aioctx | Starting bdrv drain all end,0.00
21600,1701135886.939435,Done with load_snapshot,0.00
21600,1701135886.939456,HMP end loading the snapshot,0.02
21600,1701135886.939484,HMP Done loading the VM CHILD,0.03
