PID,Time,Event,Duration(ms)
21010,1701135837.970561,Starting forkall,0.00
21010,1701135838.075145,Starting parent,104.58
21026,1701135838.075697,Starting child,0.55
21010,1701135838.075806,Started wait for iothread lock,0.11
21010,1701135838.075826,Acquired iothread lock,0.02
21010,1701135838.075901,HMP done in parent,0.08
21026,1701135838.076876,Restored threads,0.97
21026,1701135838.079021,Started wait for iothread lock,2.15
21026,1701135838.079036,Acquired iothread lock,0.02
21026,1701135838.506612,Got the socket conn CHILD,427.58
21026,1701135838.506621,HMP Start loading the VM CHILD,0.01
21026,1701135838.506622,Enabling EPT sharing,0.00
21026,1701135838.518306,EPT shared: DONE,11.68
21026,1701135838.518401,HMP Start loading the snapshot,0.09
21026,1701135838.518469,flushing the record/replay queue,0.07
21026,1701135838.518518,bdrv_drain_all_begin,0.05
21026,1701135838.518599,bdrv_all_goto_snapshot,0.08
21026,1701135838.518613,bdrv_all_goto_snapshot done,0.01
21026,1701135838.531161,Actuall loadvm_state,12.55
21026,1701135838.531475,Done with loadvm_state,0.31
21026,1701135838.531481,Release aioctx | Starting bdrv drain all end,0.01
21026,1701135838.531484,Done with load_snapshot,0.00
21026,1701135838.531508,HMP end loading the snapshot,0.02
21026,1701135838.531525,HMP Done loading the VM CHILD,0.02
