PID,Time,Event,Duration(ms)
443,1701122533.853858,Starting forkall,0.00
443,1701122533.959838,Starting parent,105.98
459,1701122533.960324,Starting child,0.49
443,1701122533.960724,Started wait for iothread lock,0.40
459,1701122533.961285,Restored threads,0.56
459,1701122533.962312,Started wait for iothread lock,1.03
443,1701122533.963408,Acquired iothread lock,1.10
443,1701122533.963460,HMP done in parent,0.05
459,1701122533.972362,Acquired iothread lock,8.90
459,1701122534.393084,Got the socket conn CHILD,420.72
459,1701122534.393092,HMP Start loading the VM CHILD,0.01
459,1701122534.393093,Enabling EPT sharing,0.00
459,1701122534.397859,EPT shared: DONE,4.77
459,1701122534.397914,HMP Start loading the snapshot,0.05
459,1701122534.397982,flushing the record/replay queue,0.07
459,1701122534.397999,bdrv_drain_all_begin,0.02
459,1701122534.398098,bdrv_all_goto_snapshot,0.10
459,1701122534.398111,bdrv_all_goto_snapshot done,0.01
459,1701122534.409749,Actuall loadvm_state,11.64
459,1701122534.410005,Done with loadvm_state,0.26
459,1701122534.410011,Release aioctx | Starting bdrv drain all end,0.01
459,1701122534.410012,Done with load_snapshot,0.00
459,1701122534.410032,HMP end loading the snapshot,0.02
459,1701122534.410050,HMP Done loading the VM CHILD,0.02
