PID,Time,Event,Duration(ms)
1860,1701122586.735574,Starting forkall,0.00
1860,1701122586.837210,Starting parent,101.64
1860,1701122586.837879,Started wait for iothread lock,0.67
1860,1701122586.837898,Acquired iothread lock,0.02
1860,1701122586.837963,HMP done in parent,0.07
1876,1701122586.838123,Starting child,0.16
1876,1701122586.839151,Restored threads,1.03
1876,1701122586.839873,Started wait for iothread lock,0.72
1876,1701122586.839889,Acquired iothread lock,0.02
1876,1701122587.095539,Got the socket conn CHILD,255.65
1876,1701122587.095548,HMP Start loading the VM CHILD,0.01
1876,1701122587.095549,Enabling EPT sharing,0.00
1876,1701122587.100659,EPT shared: DONE,5.11
1876,1701122587.100665,HMP Start loading the snapshot,0.01
1876,1701122587.100784,flushing the record/replay queue,0.12
1876,1701122587.100790,bdrv_drain_all_begin,0.01
1876,1701122587.100888,bdrv_all_goto_snapshot,0.10
1876,1701122587.100891,bdrv_all_goto_snapshot done,0.00
1876,1701122587.113845,Actuall loadvm_state,12.95
1876,1701122587.114181,Done with loadvm_state,0.34
1876,1701122587.114187,Release aioctx | Starting bdrv drain all end,0.01
1876,1701122587.114189,Done with load_snapshot,0.00
1876,1701122587.114209,HMP end loading the snapshot,0.02
1876,1701122587.114239,HMP Done loading the VM CHILD,0.03
