PID,Time,Event,Duration(ms)
4685,1701122696.466593,Starting forkall,0.00
4685,1701122696.567936,Starting parent,101.34
4702,1701122696.568472,Starting child,0.54
4685,1701122696.568588,Started wait for iothread lock,0.12
4685,1701122696.568605,Acquired iothread lock,0.02
4685,1701122696.568669,HMP done in parent,0.06
4702,1701122696.569114,Restored threads,0.44
4702,1701122696.569793,Started wait for iothread lock,0.68
4702,1701122696.569809,Acquired iothread lock,0.02
4702,1701122696.908932,Got the socket conn CHILD,339.12
4702,1701122696.908942,HMP Start loading the VM CHILD,0.01
4702,1701122696.908943,Enabling EPT sharing,0.00
4702,1701122696.913698,EPT shared: DONE,4.76
4702,1701122696.913753,HMP Start loading the snapshot,0.06
4702,1701122696.913822,flushing the record/replay queue,0.07
4702,1701122696.913839,bdrv_drain_all_begin,0.02
4702,1701122696.913909,bdrv_all_goto_snapshot,0.07
4702,1701122696.913922,bdrv_all_goto_snapshot done,0.01
4702,1701122696.925577,Actuall loadvm_state,11.65
4702,1701122696.925838,Done with loadvm_state,0.26
4702,1701122696.925843,Release aioctx | Starting bdrv drain all end,0.01
4702,1701122696.925844,Done with load_snapshot,0.00
4702,1701122696.925865,HMP end loading the snapshot,0.02
4702,1701122696.925882,HMP Done loading the VM CHILD,0.02
