PID,Time,Event,Duration(ms)
14083,1701123131.475745,Starting forkall,0.00
14083,1701123131.577872,Starting parent,102.13
14096,1701123131.578456,Starting child,0.58
14083,1701123131.578639,Started wait for iothread lock,0.18
14083,1701123131.578660,Acquired iothread lock,0.02
14083,1701123131.578838,HMP done in parent,0.18
14096,1701123131.579131,Restored threads,0.29
14096,1701123131.580494,Started wait for iothread lock,1.36
14096,1701123131.580511,Acquired iothread lock,0.02
14096,1701123131.905065,Got the socket conn CHILD,324.55
14096,1701123131.905074,HMP Start loading the VM CHILD,0.01
14096,1701123131.905075,Enabling EPT sharing,0.00
14096,1701123131.910860,EPT shared: DONE,5.78
14096,1701123131.910908,HMP Start loading the snapshot,0.05
14096,1701123131.910976,flushing the record/replay queue,0.07
14096,1701123131.910992,bdrv_drain_all_begin,0.02
14096,1701123131.911056,bdrv_all_goto_snapshot,0.06
14096,1701123131.911069,bdrv_all_goto_snapshot done,0.01
14096,1701123131.932611,Actuall loadvm_state,21.54
14096,1701123131.932815,Done with loadvm_state,0.20
14096,1701123131.932819,Release aioctx | Starting bdrv drain all end,0.00
14096,1701123131.932820,Done with load_snapshot,0.00
14096,1701123131.932835,HMP end loading the snapshot,0.02
14096,1701123131.932877,HMP Done loading the VM CHILD,0.04
