PID,Time,Event,Duration(ms)
29651,1701136516.225747,Starting forkall,0.00
29651,1701136516.327517,Starting parent,101.77
29667,1701136516.328008,Starting child,0.49
29651,1701136516.328151,Started wait for iothread lock,0.14
29651,1701136516.328169,Acquired iothread lock,0.02
29651,1701136516.328209,HMP done in parent,0.04
29667,1701136516.329018,Restored threads,0.81
29667,1701136516.329884,Started wait for iothread lock,0.87
29667,1701136516.329897,Acquired iothread lock,0.01
29667,1701136516.750258,Got the socket conn CHILD,420.36
29667,1701136516.750267,HMP Start loading the VM CHILD,0.01
29667,1701136516.750294,Enabling EPT sharing,0.03
29667,1701136516.755947,EPT shared: DONE,5.65
29667,1701136516.755954,HMP Start loading the snapshot,0.01
29667,1701136516.756028,flushing the record/replay queue,0.07
29667,1701136516.756047,bdrv_drain_all_begin,0.02
29667,1701136516.756106,bdrv_all_goto_snapshot,0.06
29667,1701136516.756121,bdrv_all_goto_snapshot done,0.02
29667,1701136516.768874,Actuall loadvm_state,12.75
29667,1701136516.769188,Done with loadvm_state,0.31
29667,1701136516.769195,Release aioctx | Starting bdrv drain all end,0.01
29667,1701136516.769197,Done with load_snapshot,0.00
29667,1701136516.769236,HMP end loading the snapshot,0.04
29667,1701136516.769265,HMP Done loading the VM CHILD,0.03
