PID,Time,Event,Duration(ms)
18188,1701131761.504252,Starting forkall,0.00
18188,1701131761.605610,Starting parent,101.36
18204,1701131761.606104,Starting child,0.49
18188,1701131761.606228,Started wait for iothread lock,0.12
18188,1701131761.606247,Acquired iothread lock,0.02
18188,1701131761.606459,HMP done in parent,0.21
18204,1701131761.606871,Restored threads,0.41
18204,1701131761.607619,Started wait for iothread lock,0.75
18204,1701131761.607635,Acquired iothread lock,0.02
18204,1701131762.055230,Got the socket conn CHILD,447.59
18204,1701131762.055240,HMP Start loading the VM CHILD,0.01
18204,1701131762.055241,Enabling EPT sharing,0.00
18204,1701131762.060237,EPT shared: DONE,5.00
18204,1701131762.060285,HMP Start loading the snapshot,0.05
18204,1701131762.060448,flushing the record/replay queue,0.16
18204,1701131762.060468,bdrv_drain_all_begin,0.02
18204,1701131762.060534,bdrv_all_goto_snapshot,0.07
18204,1701131762.060547,bdrv_all_goto_snapshot done,0.01
18204,1701131762.072435,Actuall loadvm_state,11.89
18204,1701131762.072703,Done with loadvm_state,0.27
18204,1701131762.072710,Release aioctx | Starting bdrv drain all end,0.01
18204,1701131762.072712,Done with load_snapshot,0.00
18204,1701131762.072732,HMP end loading the snapshot,0.02
18204,1701131762.072759,HMP Done loading the VM CHILD,0.03
