PID,Time,Event,Duration(ms)
30089,1701122408.141985,Starting forkall,0.00
30089,1701122408.243293,Starting parent,101.31
30089,1701122408.243910,Started wait for iothread lock,0.62
30089,1701122408.243933,Acquired iothread lock,0.02
30089,1701122408.244030,HMP done in parent,0.10
30106,1701122408.244311,Starting child,0.28
30106,1701122408.245343,Restored threads,1.03
30106,1701122408.246631,Started wait for iothread lock,1.29
30106,1701122408.246646,Acquired iothread lock,0.02
30106,1701122408.728778,Got the socket conn CHILD,482.13
30106,1701122408.728787,HMP Start loading the VM CHILD,0.01
30106,1701122408.728788,Enabling EPT sharing,0.00
30106,1701122408.734002,EPT shared: DONE,5.21
30106,1701122408.734003,HMP Start loading the snapshot,0.00
30106,1701122408.734027,flushing the record/replay queue,0.02
30106,1701122408.734029,bdrv_drain_all_begin,0.00
30106,1701122408.734043,bdrv_all_goto_snapshot,0.01
30106,1701122408.734043,bdrv_all_goto_snapshot done,0.00
30106,1701122408.736573,Actuall loadvm_state,2.53
30106,1701122408.736640,Done with loadvm_state,0.07
30106,1701122408.736642,Release aioctx | Starting bdrv drain all end,0.00
30106,1701122408.736657,Done with load_snapshot,0.02
30106,1701122408.736661,HMP end loading the snapshot,0.00
30106,1701122408.736668,HMP Done loading the VM CHILD,0.01
