PID,Time,Event,Duration(ms)
1758,1700601531.103379,Starting forkall,0.00
1758,1700601531.210690,Starting parent,107.31
1758,1700601531.211414,Started wait for iothread lock,0.72
1783,1700601531.211651,Starting child,0.24
1783,1700601531.212274,Restored threads,0.62
1783,1700601531.213424,Started wait for iothread lock,1.15
1783,1700601531.213438,Acquired iothread lock,0.01
1758,1700601531.218473,Acquired iothread lock,5.03
1758,1700601531.218527,HMP done in parent,0.05
1783,1700601531.609123,Got the socket conn CHILD,390.60
1783,1700601531.609132,HMP Start loading the VM CHILD,0.01
1783,1700601531.609133,HMP Start loading the snapshot,0.00
1783,1700601531.609214,flushing the record/replay queue,0.08
1783,1700601531.609281,bdrv_drain_all_begin,0.07
1783,1700601531.609344,bdrv_all_goto_snapshot,0.06
1783,1700601531.609368,bdrv_all_goto_snapshot done,0.02
1783,1700601531.616182,Actuall loadvm_state,6.81
1783,1700601531.616241,Done with loadvm_state,0.06
1783,1700601531.616242,Release aioctx | Starting bdrv drain all end,0.00
1783,1700601531.616242,Done with load_snapshot,0.00
1783,1700601531.616246,HMP end loading the snapshot,0.00
1783,1700601531.616250,HMP Done loading the VM CHILD,0.00
