PID,Time,Event,Duration(ms)
25909,1701122248.768102,Starting forkall,0.00
25909,1701122248.869506,Starting parent,101.40
25909,1701122248.870086,Started wait for iothread lock,0.58
25909,1701122248.870104,Acquired iothread lock,0.02
25909,1701122248.870181,HMP done in parent,0.08
25923,1701122248.870327,Starting child,0.15
25923,1701122248.871040,Restored threads,0.71
25923,1701122248.871794,Started wait for iothread lock,0.75
25923,1701122248.871823,Acquired iothread lock,0.03
25923,1701122249.328048,Got the socket conn CHILD,456.22
25923,1701122249.328057,HMP Start loading the VM CHILD,0.01
25923,1701122249.328058,HMP Start loading the snapshot,0.00
25923,1701122249.328163,flushing the record/replay queue,0.10
25923,1701122249.328169,bdrv_drain_all_begin,0.01
25923,1701122249.328235,bdrv_all_goto_snapshot,0.07
25923,1701122249.328237,bdrv_all_goto_snapshot done,0.00
25923,1701122249.332047,Actuall loadvm_state,3.81
25923,1701122249.332117,Done with loadvm_state,0.07
25923,1701122249.332118,Release aioctx | Starting bdrv drain all end,0.00
25923,1701122249.332118,Done with load_snapshot,0.00
25923,1701122249.332122,HMP end loading the snapshot,0.00
25923,1701122249.332128,HMP Done loading the VM CHILD,0.01
