PID,Time,Event,Duration(ms)
25045,1701122208.511192,Starting forkall,0.00
25045,1701122208.614443,Starting parent,103.25
25058,1701122208.614924,Starting child,0.48
25045,1701122208.615110,Started wait for iothread lock,0.19
25045,1701122208.615142,Acquired iothread lock,0.03
25045,1701122208.615599,HMP done in parent,0.46
25058,1701122208.615614,Restored threads,0.02
25058,1701122208.616288,Started wait for iothread lock,0.67
25058,1701122208.616303,Acquired iothread lock,0.02
25058,1701122208.974215,Got the socket conn CHILD,357.91
25058,1701122208.974245,HMP Start loading the VM CHILD,0.03
25058,1701122208.974246,HMP Start loading the snapshot,0.00
25058,1701122208.974329,flushing the record/replay queue,0.08
25058,1701122208.974334,bdrv_drain_all_begin,0.01
25058,1701122208.974442,bdrv_all_goto_snapshot,0.11
25058,1701122208.974445,bdrv_all_goto_snapshot done,0.00
25058,1701122208.981183,Actuall loadvm_state,6.74
25058,1701122208.981259,Done with loadvm_state,0.08
25058,1701122208.981260,Release aioctx | Starting bdrv drain all end,0.00
25058,1701122208.981260,Done with load_snapshot,0.00
25058,1701122208.981277,HMP end loading the snapshot,0.02
25058,1701122208.981284,HMP Done loading the VM CHILD,0.01
