PID,Time,Event,Duration(ms)
10567,1701135095.473515,Starting forkall,0.00
10567,1701135095.574627,Starting parent,101.11
10567,1701135095.575212,Started wait for iothread lock,0.59
10567,1701135095.575231,Acquired iothread lock,0.02
10567,1701135095.575299,HMP done in parent,0.07
10586,1701135095.575549,Starting child,0.25
10586,1701135095.576097,Restored threads,0.55
10586,1701135095.576854,Started wait for iothread lock,0.76
10586,1701135095.576869,Acquired iothread lock,0.02
10586,1701135096.040813,Got the socket conn CHILD,463.94
10586,1701135096.040822,HMP Start loading the VM CHILD,0.01
10586,1701135096.040823,HMP Start loading the snapshot,0.00
10586,1701135096.040910,flushing the record/replay queue,0.09
10586,1701135096.040914,bdrv_drain_all_begin,0.00
10586,1701135096.040974,bdrv_all_goto_snapshot,0.06
10586,1701135096.040976,bdrv_all_goto_snapshot done,0.00
10586,1701135096.053212,Actuall loadvm_state,12.24
10586,1701135096.053561,Done with loadvm_state,0.35
10586,1701135096.053565,Release aioctx | Starting bdrv drain all end,0.00
10586,1701135096.053566,Done with load_snapshot,0.00
10586,1701135096.053585,HMP end loading the snapshot,0.02
10586,1701135096.053614,HMP Done loading the VM CHILD,0.03
