PID,Time,Event,Duration(ms)
12343,1701135192.367073,Starting forkall,0.00
12343,1701135192.468368,Starting parent,101.29
12343,1701135192.468990,Started wait for iothread lock,0.62
12343,1701135192.469008,Acquired iothread lock,0.02
12343,1701135192.469071,HMP done in parent,0.06
12359,1701135192.470107,Starting child,1.04
12359,1701135192.470834,Restored threads,0.73
12359,1701135192.472727,Started wait for iothread lock,1.89
12359,1701135192.472743,Acquired iothread lock,0.02
12359,1701135192.841390,Got the socket conn CHILD,368.65
12359,1701135192.841399,HMP Start loading the VM CHILD,0.01
12359,1701135192.841400,HMP Start loading the snapshot,0.00
12359,1701135192.841480,flushing the record/replay queue,0.08
12359,1701135192.841485,bdrv_drain_all_begin,0.01
12359,1701135192.841545,bdrv_all_goto_snapshot,0.06
12359,1701135192.841547,bdrv_all_goto_snapshot done,0.00
12359,1701135192.853889,Actuall loadvm_state,12.34
12359,1701135192.854156,Done with loadvm_state,0.27
12359,1701135192.854162,Release aioctx | Starting bdrv drain all end,0.01
12359,1701135192.854164,Done with load_snapshot,0.00
12359,1701135192.854183,HMP end loading the snapshot,0.02
12359,1701135192.854218,HMP Done loading the VM CHILD,0.04
