PID,Time,Event,Duration(ms)
11965,1701135160.011295,Starting forkall,0.00
11965,1701135160.112961,Starting parent,101.67
11965,1701135160.113590,Started wait for iothread lock,0.63
11965,1701135160.113610,Acquired iothread lock,0.02
11965,1701135160.113689,HMP done in parent,0.08
11979,1701135160.113847,Starting child,0.16
11979,1701135160.114396,Restored threads,0.55
11979,1701135160.115101,Started wait for iothread lock,0.71
11979,1701135160.115118,Acquired iothread lock,0.02
11979,1701135160.558655,Got the socket conn CHILD,443.54
11979,1701135160.558663,HMP Start loading the VM CHILD,0.01
11979,1701135160.558665,HMP Start loading the snapshot,0.00
11979,1701135160.558760,flushing the record/replay queue,0.09
11979,1701135160.558765,bdrv_drain_all_begin,0.01
11979,1701135160.558825,bdrv_all_goto_snapshot,0.06
11979,1701135160.558827,bdrv_all_goto_snapshot done,0.00
11979,1701135160.571619,Actuall loadvm_state,12.79
11979,1701135160.571911,Done with loadvm_state,0.29
11979,1701135160.571918,Release aioctx | Starting bdrv drain all end,0.01
11979,1701135160.571919,Done with load_snapshot,0.00
11979,1701135160.571939,HMP end loading the snapshot,0.02
11979,1701135160.571974,HMP Done loading the VM CHILD,0.04
