PID,Time,Event,Duration(ms)
12251,1701135184.234163,Starting forkall,0.00
12251,1701135184.336100,Starting parent,101.94
12251,1701135184.336748,Started wait for iothread lock,0.65
12251,1701135184.336768,Acquired iothread lock,0.02
12251,1701135184.336842,HMP done in parent,0.07
12264,1701135184.337778,Starting child,0.94
12264,1701135184.339033,Restored threads,1.25
12264,1701135184.341632,Started wait for iothread lock,2.60
12264,1701135184.341637,Acquired iothread lock,0.01
12264,1701135184.755263,Got the socket conn CHILD,413.63
12264,1701135184.755266,HMP Start loading the VM CHILD,0.00
12264,1701135184.755267,HMP Start loading the snapshot,0.00
12264,1701135184.755294,flushing the record/replay queue,0.03
12264,1701135184.755295,bdrv_drain_all_begin,0.00
12264,1701135184.755322,bdrv_all_goto_snapshot,0.03
12264,1701135184.755323,bdrv_all_goto_snapshot done,0.00
12264,1701135184.758397,Actuall loadvm_state,3.07
12264,1701135184.758474,Done with loadvm_state,0.08
12264,1701135184.758475,Release aioctx | Starting bdrv drain all end,0.00
12264,1701135184.758476,Done with load_snapshot,0.00
12264,1701135184.758480,HMP end loading the snapshot,0.00
12264,1701135184.758489,HMP Done loading the VM CHILD,0.01
