PID,Time,Event,Duration(ms)
10048,1701135063.231896,Starting forkall,0.00
10048,1701135063.333049,Starting parent,101.15
10061,1701135063.333601,Starting child,0.55
10048,1701135063.333772,Started wait for iothread lock,0.17
10048,1701135063.333794,Acquired iothread lock,0.02
10048,1701135063.334452,HMP done in parent,0.66
10061,1701135063.334867,Restored threads,0.42
10061,1701135063.335898,Started wait for iothread lock,1.03
10061,1701135063.336000,Acquired iothread lock,0.10
10061,1701135063.734308,Got the socket conn CHILD,398.31
10061,1701135063.734318,HMP Start loading the VM CHILD,0.01
10061,1701135063.734319,HMP Start loading the snapshot,0.00
10061,1701135063.734461,flushing the record/replay queue,0.14
10061,1701135063.734512,bdrv_drain_all_begin,0.05
10061,1701135063.734591,bdrv_all_goto_snapshot,0.08
10061,1701135063.734606,bdrv_all_goto_snapshot done,0.02
10061,1701135063.741587,Actuall loadvm_state,6.98
10061,1701135063.741657,Done with loadvm_state,0.07
10061,1701135063.741658,Release aioctx | Starting bdrv drain all end,0.00
10061,1701135063.741658,Done with load_snapshot,0.00
10061,1701135063.741663,HMP end loading the snapshot,0.01
10061,1701135063.741687,HMP Done loading the VM CHILD,0.02
