PID,Time,Event,Duration(ms)
20241,1701130115.356317,Starting forkall,0.00
20241,1701130115.463588,Starting parent,107.27
20258,1701130115.465173,Starting child,1.59
20241,1701130115.465328,Started wait for iothread lock,0.15
20258,1701130115.466189,Restored threads,0.86
20241,1701130115.466439,Acquired iothread lock,0.25
20241,1701130115.466500,HMP done in parent,0.06
20258,1701130115.466889,Started wait for iothread lock,0.39
20258,1701130115.466904,Acquired iothread lock,0.02
20258,1701130115.791326,Got the socket conn CHILD,324.42
20258,1701130115.791335,HMP Start loading the VM CHILD,0.01
20258,1701130115.791336,HMP Start loading the snapshot,0.00
20258,1701130115.791449,flushing the record/replay queue,0.11
20258,1701130115.791454,bdrv_drain_all_begin,0.01
20258,1701130115.791512,bdrv_all_goto_snapshot,0.06
20258,1701130115.791514,bdrv_all_goto_snapshot done,0.00
20258,1701130115.798173,Actuall loadvm_state,6.66
20258,1701130115.798235,Done with loadvm_state,0.06
20258,1701130115.798236,Release aioctx | Starting bdrv drain all end,0.00
20258,1701130115.798236,Done with load_snapshot,0.00
20258,1701130115.798240,HMP end loading the snapshot,0.00
20258,1701130115.798247,HMP Done loading the VM CHILD,0.01
