PID,Time,Event,Duration(ms)
25015,1701136169.111862,Starting forkall,0.00
25015,1701136169.212316,Starting parent,100.45
25015,1701136169.212480,Started wait for iothread lock,0.16
25015,1701136169.212486,Acquired iothread lock,0.01
25015,1701136169.212496,HMP done in parent,0.01
25031,1701136169.215279,Starting child,2.78
25031,1701136169.216904,Restored threads,1.62
25031,1701136169.217117,Started wait for iothread lock,0.21
25031,1701136169.217121,Acquired iothread lock,0.00
25031,1701136169.508859,Got the socket conn CHILD,291.74
25031,1701136169.508861,HMP Start loading the VM CHILD,0.00
25031,1701136169.508868,Enabling EPT sharing,0.01
25031,1701136169.511681,EPT shared: DONE,2.81
25031,1701136169.511683,HMP Start loading the snapshot,0.00
25031,1701136169.511708,flushing the record/replay queue,0.03
25031,1701136169.511709,bdrv_drain_all_begin,0.00
25031,1701136169.511733,bdrv_all_goto_snapshot,0.02
25031,1701136169.511741,bdrv_all_goto_snapshot done,0.01
25031,1701136169.515138,Actuall loadvm_state,3.40
25031,1701136169.515221,Done with loadvm_state,0.08
25031,1701136169.515222,Release aioctx | Starting bdrv drain all end,0.00
25031,1701136169.515223,Done with load_snapshot,0.00
25031,1701136169.515228,HMP end loading the snapshot,0.01
25031,1701136169.515629,HMP Done loading the VM CHILD,0.40
