PID,Time,Event,Duration(ms)
23925,1701136088.386198,Starting forkall,0.00
23925,1701136088.487897,Starting parent,101.70
23938,1701136088.488477,Starting child,0.58
23925,1701136088.488615,Started wait for iothread lock,0.14
23925,1701136088.488633,Acquired iothread lock,0.02
23925,1701136088.489149,HMP done in parent,0.52
23938,1701136088.489172,Restored threads,0.02
23938,1701136088.490462,Started wait for iothread lock,1.29
23938,1701136088.490477,Acquired iothread lock,0.02
23938,1701136088.856316,Got the socket conn CHILD,365.84
23938,1701136088.856319,HMP Start loading the VM CHILD,0.00
23938,1701136088.856319,Enabling EPT sharing,0.00
23938,1701136088.857712,EPT shared: DONE,1.39
23938,1701136088.857727,HMP Start loading the snapshot,0.02
23938,1701136088.857747,flushing the record/replay queue,0.02
23938,1701136088.857751,bdrv_drain_all_begin,0.00
23938,1701136088.857765,bdrv_all_goto_snapshot,0.01
23938,1701136088.857768,bdrv_all_goto_snapshot done,0.00
23938,1701136088.860975,Actuall loadvm_state,3.21
23938,1701136088.861046,Done with loadvm_state,0.07
23938,1701136088.861047,Release aioctx | Starting bdrv drain all end,0.00
23938,1701136088.861048,Done with load_snapshot,0.00
23938,1701136088.861052,HMP end loading the snapshot,0.00
23938,1701136088.861059,HMP Done loading the VM CHILD,0.01
