PID,Time,Event,Duration(ms)
14233,1701135353.736565,Starting forkall,0.00
14233,1701135353.838143,Starting parent,101.58
14233,1701135353.838775,Started wait for iothread lock,0.63
14233,1701135353.838826,Acquired iothread lock,0.05
14233,1701135353.838892,HMP done in parent,0.07
14246,1701135353.839091,Starting child,0.20
14246,1701135353.839585,Restored threads,0.49
14246,1701135353.840252,Started wait for iothread lock,0.67
14246,1701135353.840269,Acquired iothread lock,0.02
14246,1701135354.247757,Got the socket conn CHILD,407.49
14246,1701135354.247761,HMP Start loading the VM CHILD,0.00
14246,1701135354.247761,HMP Start loading the snapshot,0.00
14246,1701135354.247786,flushing the record/replay queue,0.03
14246,1701135354.247788,bdrv_drain_all_begin,0.00
14246,1701135354.247804,bdrv_all_goto_snapshot,0.02
14246,1701135354.247805,bdrv_all_goto_snapshot done,0.00
14246,1701135354.250477,Actuall loadvm_state,2.67
14246,1701135354.250544,Done with loadvm_state,0.07
14246,1701135354.250545,Release aioctx | Starting bdrv drain all end,0.00
14246,1701135354.250545,Done with load_snapshot,0.00
14246,1701135354.250549,HMP end loading the snapshot,0.00
14246,1701135354.250553,HMP Done loading the VM CHILD,0.00
