PID,Time,Event,Duration(ms)
14519,1701135378.034397,Starting forkall,0.00
14519,1701135378.136230,Starting parent,101.83
14519,1701135378.136927,Started wait for iothread lock,0.70
14519,1701135378.136958,Acquired iothread lock,0.03
14519,1701135378.137011,HMP done in parent,0.05
14532,1701135378.137188,Starting child,0.18
14532,1701135378.137796,Restored threads,0.61
14532,1701135378.138626,Started wait for iothread lock,0.83
14532,1701135378.138641,Acquired iothread lock,0.02
14532,1701135378.550351,Got the socket conn CHILD,411.71
14532,1701135378.550354,HMP Start loading the VM CHILD,0.00
14532,1701135378.550354,HMP Start loading the snapshot,0.00
14532,1701135378.550380,flushing the record/replay queue,0.03
14532,1701135378.550382,bdrv_drain_all_begin,0.00
14532,1701135378.550399,bdrv_all_goto_snapshot,0.02
14532,1701135378.550400,bdrv_all_goto_snapshot done,0.00
14532,1701135378.552946,Actuall loadvm_state,2.55
14532,1701135378.553010,Done with loadvm_state,0.06
14532,1701135378.553011,Release aioctx | Starting bdrv drain all end,0.00
14532,1701135378.553011,Done with load_snapshot,0.00
14532,1701135378.553015,HMP end loading the snapshot,0.00
14532,1701135378.553021,HMP Done loading the VM CHILD,0.01
