PID,Time,Event,Duration(ms)
13854,1701135321.456091,Starting forkall,0.00
13854,1701135321.557610,Starting parent,101.52
13854,1701135321.558213,Started wait for iothread lock,0.60
13854,1701135321.558232,Acquired iothread lock,0.02
13854,1701135321.558304,HMP done in parent,0.07
13870,1701135321.558531,Starting child,0.23
13870,1701135321.559128,Restored threads,0.60
13870,1701135321.559840,Started wait for iothread lock,0.71
13870,1701135321.559856,Acquired iothread lock,0.02
13870,1701135321.933329,Got the socket conn CHILD,373.47
13870,1701135321.933397,HMP Start loading the VM CHILD,0.07
13870,1701135321.933436,HMP Start loading the snapshot,0.04
13870,1701135321.933539,flushing the record/replay queue,0.10
13870,1701135321.933544,bdrv_drain_all_begin,0.01
13870,1701135321.933604,bdrv_all_goto_snapshot,0.06
13870,1701135321.933606,bdrv_all_goto_snapshot done,0.00
13870,1701135321.945410,Actuall loadvm_state,11.80
13870,1701135321.945699,Done with loadvm_state,0.29
13870,1701135321.945705,Release aioctx | Starting bdrv drain all end,0.01
13870,1701135321.945706,Done with load_snapshot,0.00
13870,1701135321.945724,HMP end loading the snapshot,0.02
13870,1701135321.945743,HMP Done loading the VM CHILD,0.02
