PID,Time,Event,Duration(ms)
25438,1701139583.942447,Starting forkall,0.00
25438,1701139584.049680,Starting parent,107.23
25451,1701139584.050199,Starting child,0.52
25438,1701139584.050652,Started wait for iothread lock,0.45
25451,1701139584.051280,Restored threads,0.63
25451,1701139584.052450,Started wait for iothread lock,1.17
25438,1701139584.053768,Acquired iothread lock,1.32
25438,1701139584.053808,HMP done in parent,0.04
25451,1701139584.065424,Acquired iothread lock,11.62
25451,1701139584.516421,Got the socket conn CHILD,451.00
25451,1701139584.516429,HMP Start loading the VM CHILD,0.01
25451,1701139584.516430,HMP Start loading the snapshot,0.00
25451,1701139584.516503,flushing the record/replay queue,0.07
25451,1701139584.516537,bdrv_drain_all_begin,0.03
25451,1701139584.516637,bdrv_all_goto_snapshot,0.10
25451,1701139584.516652,bdrv_all_goto_snapshot done,0.02
25451,1701139584.529559,Actuall loadvm_state,12.91
25451,1701139584.529806,Done with loadvm_state,0.25
25451,1701139584.529811,Release aioctx | Starting bdrv drain all end,0.01
25451,1701139584.529812,Done with load_snapshot,0.00
25451,1701139584.529831,HMP end loading the snapshot,0.02
25451,1701139584.529857,HMP Done loading the VM CHILD,0.03
