PID,Time,Event,Duration(ms)
5895,1701134715.966865,Starting forkall,0.00
5895,1701134716.073412,Starting parent,106.55
5911,1701134716.073912,Starting child,0.50
5895,1701134716.074741,Started wait for iothread lock,0.83
5895,1701134716.074754,Acquired iothread lock,0.01
5895,1701134716.074813,HMP done in parent,0.06
5911,1701134716.075764,Restored threads,0.95
5911,1701134716.076557,Started wait for iothread lock,0.79
5911,1701134716.087021,Acquired iothread lock,10.46
5911,1701134716.501708,Got the socket conn CHILD,414.69
5911,1701134716.501718,HMP Start loading the VM CHILD,0.01
5911,1701134716.501719,HMP Start loading the snapshot,0.00
5911,1701134716.501797,flushing the record/replay queue,0.08
5911,1701134716.501802,bdrv_drain_all_begin,0.01
5911,1701134716.501863,bdrv_all_goto_snapshot,0.06
5911,1701134716.501864,bdrv_all_goto_snapshot done,0.00
5911,1701134716.513846,Actuall loadvm_state,11.98
5911,1701134716.514083,Done with loadvm_state,0.24
5911,1701134716.514089,Release aioctx | Starting bdrv drain all end,0.01
5911,1701134716.514090,Done with load_snapshot,0.00
5911,1701134716.514108,HMP end loading the snapshot,0.02
5911,1701134716.514125,HMP Done loading the VM CHILD,0.02
